nyc_lat,nyc_lng,chc_lat,chc_lng,den_lat,den_lng,race_base,race1,race2,race3,pyfun
-74.0150588,40.70185517,41.98529754,-87.6527775,39.75180862,-105.0058839,52392,51474,51601,537,
-74.0150732,40.70187561,41.9852823,-87.65275769,39.75179165,-105.0058623,52836,51883,52235,634,
-74.01508761,40.70189604,41.98526975,-87.65273609,39.75177468,-105.0058406,53280,52266,52791,556,
-74.01510201,40.70191648,41.98525478,-87.65271611,39.7517577,-105.005819,53724,52693,53046,255,
-74.01511641,40.70193691,41.98523883,-87.65269686,39.75174073,-105.0057973,54168,53009,53333,287,
-74.01513081,40.70195735,41.98522197,-87.65267842,39.75172376,-105.0057757,54612,53622,53858,525,
-74.01514521,40.70197778,41.98520475,-87.65266029,39.75170678,-105.0057541,55056,54141,54277,419,
-74.01515961,40.70199822,41.98518674,-87.65264301,39.75168981,-105.0057324,55500,54579,54708,431,
-74.01517853,40.70201414,41.98516829,-87.65262614,39.75167284,-105.0057108,55944,54923,55168,460,
-74.01519895,40.70202856,41.98515177,-87.6526074,39.75165586,-105.0056892,56388,55292,55589,421,
-74.01521937,40.70204298,41.98513329,-87.65259065,39.75163889,-105.0056675,56832,55751,55856,267,
-74.0152398,40.7020574,41.98511465,-87.65257401,39.75162192,-105.0056459,57276,56239,56413,557,
-74.01526022,40.70207182,41.98509648,-87.65255685,39.75160494,-105.0056242,57720,56595,56803,390,
-74.01528064,40.70208624,41.98507807,-87.65253994,39.75158797,-105.0056026,58164,57049,57253,450,
-74.01530106,40.70210066,41.98506079,-87.65252187,39.751571,-105.005581,58608,57422,57688,435,
-74.01532148,40.70211508,41.98504173,-87.65250573,39.75155402,-105.0055593,59052,57892,57996,308,
-74.01534191,40.7021295,41.98502175,-87.65249071,39.75153705,-105.0055377,59496,58426,58245,249,
-74.01536233,40.70214392,41.98500196,-87.65247545,39.75152008,-105.0055161,59940,59002,58816,571,
-74.01538275,40.70215834,41.98498191,-87.65246052,39.7515031,-105.0054944,60384,59307,59177,361,
-74.01540317,40.70217276,41.98496147,-87.65244615,39.75148613,-105.0054728,60828,59741,59513,336,
-74.01542361,40.70218716,41.98494031,-87.65243282,39.75146952,-105.0054509,61272,60221,59879,366,
-74.01544407,40.70220153,41.98491934,-87.65241922,39.75145294,-105.0054289,61716,60674,60218,339,
-74.01546453,40.70221589,41.98489808,-87.65240605,39.75143637,-105.005407,62160,61277,60719,501,
-74.01548499,40.70223025,41.98487507,-87.6523963,39.75141979,-105.005385,62604,61673,61039,320,
-74.01550545,40.70224462,41.98485428,-87.65238253,39.75140321,-105.0053631,63048,62237,61662,623,
-74.01552592,40.70225898,41.98483333,-87.65236891,39.75138664,-105.0053412,63492,62875,62181,519,
-74.01554638,40.70227334,41.98481179,-87.65235623,39.75137006,-105.0053192,63936,63210,62559,378,
-74.01556684,40.70228771,41.98478971,-87.6523445,39.75135348,-105.0052973,64380,63778,63063,504,
-74.0155873,40.70230207,41.98476753,-87.65233298,39.75133691,-105.0052753,64824,64413,63707,644,
-74.01560776,40.70231644,41.98474526,-87.65232163,39.75132033,-105.0052534,65268,65050,64000,293,
-74.01562823,40.7023308,41.9847229,-87.65231045,39.75130375,-105.0052314,65712,65694,64414,414,
-74.01564869,40.70234516,41.98470197,-87.65229681,39.75128718,-105.0052095,66156,66296,64740,326,
-74.01566915,40.70235953,41.98468066,-87.65228398,39.7512706,-105.0051876,66600,66605,65205,465,
-74.01568961,40.70237389,41.98465727,-87.65227513,39.75125402,-105.0051656,67044,66984,65575,370,
-74.01571002,40.70238833,41.98463471,-87.65226446,39.75123745,-105.0051437,67488,67339,66027,452,
-74.01572994,40.70240343,41.98461259,-87.65225281,39.75122087,-105.0051217,67932,67756,66543,516,
-74.01574986,40.70241853,41.98458999,-87.65224213,39.75120429,-105.0050998,68376,68229,67019,476,
-74.01576979,40.70243364,41.98456785,-87.65223057,39.75118772,-105.0050779,68820,68619,67350,331,
-74.01578971,40.70244874,41.98454636,-87.65221781,39.75117114,-105.0050559,69264,68866,67906,556,
-74.01580963,40.70246384,41.98452453,-87.65220563,39.75115456,-105.005034,69708,69138,68548,642,
-74.01582955,40.70247895,41.98450323,-87.65219263,39.75113799,-105.005012,70152,69605,68795,247,
-74.01584947,40.70249405,41.9844833,-87.65217753,39.75112141,-105.0049901,70596,69920,69378,583,
-74.0158694,40.70250915,41.98446242,-87.65216385,39.75110483,-105.0049681,71040,70419,69808,430,
-74.01588932,40.70252426,41.98444098,-87.65215099,39.7510882,-105.0049462,71484,70668,70235,427,
-74.01590924,40.70253936,41.98442017,-87.65213715,39.75107158,-105.0049243,71928,71281,70488,253,
-74.01592916,40.70255446,41.98439958,-87.65212297,39.75105496,-105.0049024,72372,71641,70846,358,
-74.01594909,40.70256957,41.98437931,-87.65210834,39.75103834,-105.0048805,72816,72283,71213,367,
-74.01596901,40.70258467,41.98435872,-87.6520942,39.75102171,-105.0048586,73260,72892,71793,580,
-74.01598893,40.70259977,41.98433733,-87.65208125,39.75100509,-105.0048367,73704,73293,72428,635,
-74.01600885,40.70261488,41.9843175,-87.65206623,39.75098847,-105.0048148,74148,73918,72748,320,
-74.01602877,40.70262998,41.98429901,-87.65204942,39.75097185,-105.0047929,74592,74193,73350,602,
-74.0160487,40.70264508,41.98427941,-87.6520339,39.75095522,-105.004771,75036,74644,73814,464,
-74.01606862,40.70266018,41.98426057,-87.65201747,39.7509386,-105.0047491,75480,75184,74211,397,
-74.01608624,40.70267717,41.98424153,-87.65200128,39.75092198,-105.0047272,75924,75542,74707,496,
-74.01609709,40.7026997,41.98422213,-87.65198552,39.75090536,-105.0047053,76368,76150,75335,628,
-74.01610794,40.70272222,41.98420252,-87.65197,39.75088873,-105.0046833,76812,76467,75879,544,
-74.01611879,40.70274474,41.98418199,-87.65195575,39.75087211,-105.0046614,77256,76855,76505,626,
-74.01612964,40.70276726,41.98416259,-87.65194005,39.75085549,-105.0046395,77700,77329,77066,561,
-74.01614049,40.70278979,41.98414362,-87.65192378,39.75083887,-105.0046176,78144,77678,77631,565,
-74.01615134,40.70281231,41.98412371,-87.65190868,39.75082224,-105.0045957,78588,78180,78083,452,
-74.01616219,40.70283483,41.98410519,-87.65189193,39.75080562,-105.0045738,79032,78625,78394,311,
-74.01617304,40.70285735,41.98408566,-87.6518764,39.750789,-105.0045519,79476,78907,78638,244,
-74.01618389,40.70287988,41.98406467,-87.65186289,39.75077237,-105.00453,79920,79526,79005,367,
-74.01619474,40.7029024,41.98404448,-87.65184848,39.75075575,-105.0045081,80364,79832,79340,335,
-74.01620559,40.70292492,41.9840249,-87.65183322,39.75073913,-105.0044862,80808,80235,79672,332,
-74.01621644,40.70294744,41.98400604,-87.65181704,39.75072247,-105.0044643,81252,80566,80094,422,
-74.01622729,40.70296997,41.98398697,-87.65180103,39.75070575,-105.0044425,81696,81107,80617,523,
-74.01623814,40.70299249,41.98396702,-87.65178602,39.75068904,-105.0044206,82140,81462,81017,400,
-74.01624899,40.70301501,41.98394819,-87.65176958,39.75067232,-105.0043988,82584,81711,81554,537,
-74.01625984,40.70303754,41.98392634,-87.65175795,39.75065561,-105.004377,83028,82162,82122,568,
-74.01627069,40.70306006,41.98390249,-87.65175084,39.7506389,-105.0043551,83472,82575,82388,266,
-74.01628154,40.70308258,41.98387802,-87.65174569,39.75062218,-105.0043333,83916,83209,82652,264,
-74.01629239,40.7031051,41.9838533,-87.65174332,39.75060547,-105.0043114,84360,83499,82993,341,
-74.01630324,40.70312763,41.98382832,-87.65174392,39.75058875,-105.0042896,84804,83859,83414,421,
-74.01632061,40.70313602,41.9838035,-87.65174091,39.75057204,-105.0042678,85248,84420,83964,550,
-74.01634479,40.70312965,41.98377855,-87.65174,39.75055533,-105.0042459,85692,84818,84250,286,
-74.01636897,40.70312329,41.98375356,-87.65174055,39.75053861,-105.0042241,86136,85441,84630,380,
-74.01639314,40.70311692,41.98372857,-87.651741,39.7505219,-105.0042022,86580,85718,84910,280,
-74.01641732,40.70311056,41.98370357,-87.651741,39.75050518,-105.0041804,87024,86333,85191,281,
-74.0164415,40.7031042,41.98367858,-87.65174152,39.75048847,-105.0041586,87468,86581,85804,613,
-74.01646567,40.70309783,41.98365363,-87.65174093,39.75047176,-105.0041367,87912,86882,86093,289,
-74.01648985,40.70309147,41.98362867,-87.65174,39.75045504,-105.0041149,88356,87335,86544,451,
-74.01651402,40.7030851,41.98360392,-87.65174301,39.75043833,-105.0040931,88800,87581,86906,362,
-74.0165382,40.70307874,41.98357962,-87.6517488,39.75042161,-105.0040712,89244,88095,87340,434,
-74.01656238,40.70307238,41.98355652,-87.65175822,39.7504049,-105.0040494,89688,88525,87827,487,
-74.01658655,40.70306601,41.9835333,-87.65176746,39.75038819,-105.0040275,90132,88895,88217,390,
-74.01661073,40.70305965,41.98350984,-87.65177609,39.75037147,-105.0040057,90576,89475,88669,452,
-74.01663491,40.70305328,41.9834862,-87.65178424,39.75035476,-105.0039839,91020,90053,89308,639,
-74.01665908,40.70304692,41.98346328,-87.65179421,39.75033817,-105.0039619,91464,90522,89737,429,
-74.01668326,40.70304056,41.98343991,-87.65180303,39.75032163,-105.00394,91908,90880,90066,329,
-74.01670762,40.70303991,41.9834166,-87.651812,39.75030509,-105.003918,92352,91182,90421,355,
-74.01673217,40.70304467,41.98339396,-87.65182261,39.75028855,-105.003896,92796,91766,90913,492,
-74.01675671,40.70304944,41.98337068,-87.65183169,39.75027201,-105.0038741,93240,92280,91289,376,
-74.01678125,40.7030542,41.98334751,-87.65184103,39.75025547,-105.0038521,93684,92536,91829,540,
-74.01680579,40.70305897,41.98332485,-87.6518516,39.75023893,-105.0038301,94128,93004,92423,594,
-74.01683033,40.70306373,41.98330147,-87.65186045,39.75022239,-105.0038081,94572,93587,92682,259,
-74.01685487,40.70306849,41.9832781,-87.65186932,39.75020585,-105.0037862,95016,94148,93074,392,
-74.01687942,40.70307326,41.98325478,-87.65187834,39.75018931,-105.0037642,95460,94708,93691,617,
-74.01690396,40.70307802,41.98323171,-87.65188796,39.75017277,-105.0037422,95904,95109,94282,591,
-74.0169285,40.70308279,41.98320861,-87.65189753,39.75015623,-105.0037203,96348,95696,94690,408,
-74.01695304,40.70308755,41.98318524,-87.65190639,39.75013969,-105.0036983,96792,96234,95310,620,
-74.01697758,40.70309232,41.9831623,-87.65191631,39.75012315,-105.0036763,97236,96833,95730,420,
-74.01700212,40.70309708,41.98313835,-87.65192293,39.75010661,-105.0036544,97680,97266,96009,279,
-74.01702667,40.70310185,41.98311427,-87.6519292,39.75009007,-105.0036324,98124,97789,96393,384,
-74.01705121,40.70310661,41.98309109,-87.65193853,39.75007353,-105.0036104,98568,98112,96938,545,
-74.01707575,40.70311138,41.98306699,-87.65194517,39.75005699,-105.0035884,99012,98383,97238,300,
-74.01710029,40.70311614,41.98304256,-87.65195044,39.75004045,-105.0035665,99456,98716,97540,302,
-74.01712483,40.70312091,41.98301829,-87.6519564,39.75002391,-105.0035445,99900,99048,98007,467,
-74.01714175,40.70313592,41.98299408,-87.65196265,39.75000737,-105.0035225,100344,99648,98354,347,
-74.01715336,40.70315806,41.98296968,-87.65196806,39.74999083,-105.0035006,100788,99911,98717,363,
-74.01716497,40.7031802,41.98294508,-87.65197253,39.74997429,-105.0034786,101232,100460,99136,419,
-74.01717657,40.70320234,41.98292063,-87.65197774,39.74995793,-105.0034565,101676,101095,99451,315,
-74.01718818,40.70322448,41.98289626,-87.65198328,39.74994156,-105.0034344,102120,101733,99948,497,
-74.01719979,40.70324663,41.98287185,-87.6519887,39.74992519,-105.0034123,102564,102235,100381,433,
-74.0172114,40.70326877,41.9828475,-87.65199435,39.74990883,-105.0033902,103008,102866,100928,547,
-74.017223,40.70329091,41.98282303,-87.65199942,39.74989246,-105.0033681,103452,103331,101449,521,
-74.01723461,40.70331305,41.98279834,-87.65200331,39.7498761,-105.003346,103896,103576,101967,518,
-74.01724622,40.70333519,41.98277394,-87.65200872,39.74985973,-105.0033239,104340,103971,102610,643,
-74.01725783,40.70335733,41.98274947,-87.6520138,39.74984336,-105.0033018,104784,104266,102926,316,
-74.01726944,40.70337948,41.98272484,-87.65201804,39.749827,-105.0032797,105228,104795,103545,619,
-74.01728104,40.70340162,41.98270054,-87.65202393,39.74981063,-105.0032576,105672,105318,103989,444,
-74.01729265,40.70342376,41.98267614,-87.65202934,39.74979427,-105.0032355,106116,105676,104517,528,
-74.01730009,40.70344656,41.98265165,-87.65203436,39.7497779,-105.0032134,106560,106318,105136,619,
-74.01729586,40.7034712,41.98262694,-87.65203816,39.74976153,-105.0031913,107004,106822,105537,401,
-74.01729163,40.70349584,41.98260229,-87.65204231,39.74974517,-105.0031692,107448,107130,105983,446,
-74.01728741,40.70352048,41.98257769,-87.65204678,39.7497288,-105.0031471,107892,107704,106478,495,
-74.01728318,40.70354512,41.98255311,-87.65205135,39.74971244,-105.003125,108336,108310,107013,535,
-74.01727895,40.70356976,41.9825287,-87.65205666,39.74969607,-105.0031029,108780,108934,107566,553,
-74.01727472,40.7035944,41.9825044,-87.65206245,39.7496797,-105.0030808,109224,109298,107956,390,
-74.0172705,40.70361904,41.9824796,-87.65206555,39.74966334,-105.0030587,109668,109590,108584,628,
-74.01725289,40.70363632,41.9824547,-87.65206778,39.74964697,-105.0030366,110112,109967,109004,420,
-74.01723434,40.70365308,41.98242981,-87.65207016,39.74963061,-105.0030145,110556,110567,109291,287,
-74.01721579,40.70366984,41.98240498,-87.652073,39.74961424,-105.0029924,111000,111183,109870,579,
-74.01719724,40.70368659,41.98238029,-87.65207695,39.74959787,-105.0029703,111444,111739,110393,523,
-74.01717868,40.70370335,41.98235588,-87.65208236,39.74958151,-105.0029482,111888,112135,110837,444,
-74.01716013,40.70372011,41.9823318,-87.65208906,39.74956515,-105.0029261,112332,112385,111125,288,
-74.01714158,40.70373687,41.9823071,-87.65209205,39.74954879,-105.002904,112776,112743,111468,343,
-74.01712303,40.70375363,41.98228221,-87.65209417,39.74953243,-105.0028819,113220,113374,111821,353,
-74.01710448,40.70377039,41.98225741,-87.65209728,39.74951607,-105.0028598,113664,113686,112239,418,
-74.01708426,40.7037843,41.98223251,-87.65209942,39.74949971,-105.0028377,114108,114021,112628,389,
-74.01706059,40.70379235,41.98220785,-87.6521035,39.74948335,-105.0028156,114552,114398,113057,429,
-74.01703692,40.70380039,41.98218313,-87.65210711,39.74946699,-105.0027935,114996,114655,113466,409,
-74.01701325,40.70380843,41.98215815,-87.65210813,39.74945063,-105.0027714,115440,115212,114008,542,
-74.01698957,40.70381648,41.98213321,-87.65210991,39.74943427,-105.0027493,115884,115627,114429,421,
-74.0169659,40.70382452,41.98210821,-87.65211,39.74941791,-105.0027272,116328,116252,114993,564,
-74.01694223,40.70383257,41.98208329,-87.65211174,39.74940155,-105.0027051,116772,116585,115403,410,
-74.01691856,40.70384061,41.98205853,-87.65211496,39.74938519,-105.0026829,117216,117204,115808,405,
-74.01689489,40.70384865,41.9820339,-87.652119,39.74936883,-105.0026608,117660,117752,116327,519,
-74.01687122,40.7038567,41.9820089,-87.652119,39.74935247,-105.0026387,118104,118028,116769,442,
-74.01684755,40.70386474,41.9819839,-87.652119,39.74933611,-105.0026166,118548,118460,117125,356,
-74.01682388,40.70387279,41.9819589,-87.65211904,39.74931975,-105.0025945,118992,119050,117612,487,
-74.01680021,40.70388083,41.98193392,-87.65211993,39.74930339,-105.0025724,119436,119464,118070,458,
-74.01677636,40.70388816,41.98190898,-87.6521217,39.74928703,-105.0025503,119880,119819,118544,474,
-74.01675171,40.70389232,41.98188404,-87.65212345,39.74927067,-105.0025282,120324,120446,119084,540,
-74.01672706,40.70389647,41.98185912,-87.65212265,39.74925431,-105.0025061,120768,121005,119643,559,
-74.0167024,40.70390062,41.98183426,-87.65212007,39.74923795,-105.002484,121212,121405,120232,589,
